000602|1|NUC-OG-L78|93221.27|N       |A|19:42:56.452
000603|1|65P-NM-T5X|98367.78|m       |M|19:42:56.946
000604|1|AUK-HY-0YO|69033.98|V       |M|19:42:57.440
000605|1|HQP-O3-OBC|71636.88|T       |A|19:42:57.935
000606|1|DIR-6W-OQG|31044.51|m       |A|19:42:58.430
000607|1|8JF-NB-2KW|78688.39|V       |A|19:42:58.925
000608|1|Z3N-14-2M0|73590.90|V       |M|19:42:59.425
000609|1|2WZ-L1-NUD|29790.53|m/s     |M|19:42:59.917
000610|1|VJR-R7-71D|64546.20|V       |A|19:43:00.422
000611|1|9QW-4D-1RL|92643.28|kg/m^2  |M|19:43:00.925
000612|1|WVN-FJ-5FY|93003.81|m/s     |M|19:43:01.431
000613|1|84A-B6-HJ6|75410.71|A       |M|19:43:01.925
000614|1|G2V-HF-HFU|46933.13|T       |M|19:43:02.421
000615|1|W8M-V2-89Y|90971.42|T       |A|19:43:02.918
000616|1|VPU-RE-QAK|31076.02|Nm      |A|19:43:03.415
000617|1|LDK-E9-ZEZ|19472.97|A       |A|19:43:03.908
000618|1|4CT-R2-IWT|62610.76|V       |M|19:43:04.406
000619|1|DSM-X9-3MP|20683.79|N       |M|19:43:04.899
000620|1|42N-C7-YRF|07173.17|m       |A|19:43:05.389
000621|1|W28-4E-VJN|36841.17|m/s     |A|19:43:05.884
000622|1|FAZ-PF-99D|10248.43|N       |M|19:43:06.379
000623|1|6T1-JI-DVH|84760.62|m/s     |M|19:43:06.870
000624|1|N6K-SW-CF8|85913.79|kgf     |M|19:43:07.362
000625|1|7GA-0F-7FM|99632.04|T       |M|19:43:07.859
000626|1|MZM-Y4-5CK|25740.33|A       |M|19:43:08.352
000627|1|46Y-RN-9NS|02069.07|m/s     |A|19:43:08.845
000628|1|XNO-T7-YE0|15400.48|kg/m^2  |A|19:43:09.345
000629|1|KL8-I6-4AQ|47045.43|N       |A|19:43:09.836
000630|1|Q21-W9-6Q4|34584.09|V       |M|19:43:10.327
000631|1|VA1-WA-2M6|09325.14|m/s     |A|19:43:10.824
000632|1|HY7-QP-QBW|19565.47|Nm      |A|19:43:11.329
000633|1|WA9-MI-YRM|66890.67|A       |A|19:43:11.829
000634|1|KYF-YD-XOO|98607.23|Nm      |A|19:43:12.323
000635|1|Q5J-JB-MPE|48349.97|m       |A|19:43:12.821
000636|1|DFY-M5-VM1|18909.01|kgf     |A|19:43:13.315
000637|1|UOF-IU-M7J|36294.91|T       |M|19:43:13.807
000638|1|8NB-82-72P|14302.38|m       |M|19:43:14.302
000639|1|V3I-KW-3QA|49833.77|N       |A|19:43:14.798
000640|1|1KK-EA-N38|90750.72|m/s^2   |M|19:43:15.292
000641|1|8ZE-XN-8IO|31344.80|m/s     |A|19:43:15.783
000642|1|I27-OR-A2L|58555.09|m       |M|19:43:16.277
000643|1|DLN-TZ-8PJ|54881.16|V       |A|19:43:16.776
000644|1|FX9-Q4-REY|49617.25|kgf     |A|19:43:17.269
000645|1|77R-A2-MTO|78579.25|m/s     |M|19:43:17.764
000646|1|2ZT-4I-W2I|18939.28|A       |M|19:43:18.258
000647|1|8M2-TO-34U|94493.88|kg      |A|19:43:18.754
000648|1|BI9-Q6-PM3|66019.36|m/s     |M|19:43:19.253
000649|1|76Q-E6-D15|54845.59|m/s     |A|19:43:19.750
000650|1|VIE-PJ-EL4|59036.47|A       |M|19:43:20.246
000651|1|3ST-7G-2J1|29770.79|kg/m^2  |M|19:43:20.742
000652|1|165-PM-GEO|25193.85|T       |A|19:43:21.236
000653|1|M5S-47-QOU|48535.43|Nm      |A|19:43:21.729
000654|1|YBB-2S-WU9|37261.99|kgf     |A|19:43:22.226
000655|1|ZBP-O2-FRJ|39018.64|T       |M|19:43:22.720
000656|1|LA7-9L-KS6|67520.42|m/s     |A|19:43:23.215
000657|1|6FG-PN-REO|84603.57|m/s^2   |M|19:43:23.708
000658|1|BRX-7L-6GH|82323.58|m       |M|19:43:24.204
000659|1|Z1M-6S-VG3|49937.18|m/s^2   |M|19:43:24.703
000660|1|6PC-KE-4WL|98369.01|kg      |A|19:43:25.199
000661|1|TJJ-RS-JNU|90817.50|kg      |A|19:43:25.690
000662|1|L4J-JB-695|44059.19|kg      |A|19:43:26.182
000663|1|PRC-ZR-74Q|45590.69|m       |M|19:43:26.677
000664|1|FZ9-RS-21K|73226.25|m/s     |M|19:43:27.181
000665|1|1TA-R2-458|97180.35|kgf     |A|19:43:27.673
000666|1|IIB-K0-R7Z|76888.67|kg      |M|19:43:28.165
000667|1|F65-QM-D1D|80404.07|kg/m^2  |A|19:43:28.660
000668|1|ANE-XY-QMP|76338.32|V       |A|19:43:29.157
000669|1|MZN-FE-4TU|23577.55|m       |A|19:43:29.656
000670|1|T2T-YO-L4Z|42446.10|m/s     |M|19:43:30.159
000671|1|W6X-GK-0A0|61266.39|kg      |A|19:43:30.661
000672|1|9E3-IJ-T89|42017.81|m       |M|19:43:31.161
000673|1|AK4-TN-HK4|51185.57|m/s     |M|19:43:31.668
000674|1|CVJ-NZ-P5C|66117.22|kgf     |A|19:43:32.172
000675|1|DVV-1H-BEX|07142.17|kg/m^2  |M|19:43:32.665
000676|1|14C-WE-RHU|89289.39|kg/m^2  |M|19:43:33.170
000677|1|RIR-KW-58N|34505.26|A       |M|19:43:33.662
000678|1|406-6T-WRA|64313.94|Nm      |A|19:43:34.166
000679|1|FTI-NJ-BM1|68554.38|Nm      |A|19:43:34.669
000680|1|D9O-MW-NCC|74244.43|kg/m^2  |M|19:43:35.167
000681|1|KD5-MQ-G11|62103.14|kg/m^2  |A|19:43:35.658
000682|1|QQ0-DU-8HV|42541.59|Nm      |A|19:43:36.152
000683|1|LLS-G1-OK5|40008.72|N       |M|19:43:36.656
000684|1|S8X-7N-Q0D|19614.45|m/s^2   |A|19:43:37.149
000685|1|NVY-8C-GTA|52130.82|N       |M|19:43:37.654
000686|1|R6A-3C-NCR|64956.58|A       |A|19:43:38.158
000687|1|2OH-8S-5K0|42797.69|N       |M|19:43:38.649
000688|1|Q7D-L5-7MR|06661.98|m       |M|19:43:39.154
000689|1|1PK-ES-CB3|32488.24|m/s^2   |M|19:43:39.645
000690|1|KPK-2Y-2NO|72588.52|kg/m^2  |M|19:43:40.148
000691|1|8GW-D8-LMZ|88772.55|m/s^2   |M|19:43:40.648
000692|1|GW4-F6-C7E|36176.22|A       |A|19:43:41.142
000693|1|ZLR-IK-ZX4|34948.44|N       |M|19:43:41.645
000694|1|SP2-L2-WM6|18198.29|Nm      |M|19:43:42.149
000695|1|7K5-V9-P8G|30593.70|Nm      |A|19:43:42.650
000696|1|HQ0-05-LHV|86326.43|V       |A|19:43:43.143
000697|1|JMS-XL-NTC|84234.60|kg/m^2  |M|19:43:43.636
000698|1|TFT-L5-6YB|34758.44|m/s^2   |M|19:43:44.134
000699|1|XLB-UZ-36K|52224.66|A       |M|19:43:44.635
000700|1|C35-L6-DGO|95249.04|kgf     |M|19:43:45.129
000701|1|M1P-NE-CP0|76402.59|A       |M|19:43:45.620
000702|1|PNN-1P-2N3|06870.53|N       |A|19:43:46.122
000703|1|630-6M-DFE|46297.36|m/s     |A|19:43:46.619
000704|1|WNA-KW-LCL|28183.09|V       |M|19:43:47.120
000705|1|LTO-O8-7BC|24347.74|N       |A|19:43:47.621
000706|1|O4V-FV-X06|99838.87|kgf     |M|19:43:48.114
000707|1|7LX-9E-79D|83496.23|kgf     |A|19:43:48.611
000708|1|797-YX-IUN|68936.30|m/s^2   |M|19:43:49.106
000709|1|P28-O0-4SC|65668.60|kg      |M|19:43:49.602
000710|1|EL8-2A-125|76960.79|T       |A|19:43:50.093
000711|1|3OV-BN-1F9|35862.11|m       |A|19:43:50.585
000712|1|MIH-MN-TKN|00380.99|N       |A|19:43:51.084
000713|1|3TG-TU-EFF|63767.98|N       |M|19:43:51.575
000714|1|VYB-5F-RFY|32573.81|m       |M|19:43:52.075
000715|1|58Y-UK-K2S|24917.46|kg/m^2  |M|19:43:52.567
000716|1|CNB-73-CL4|94086.73|m       |M|19:43:53.072
000717|1|73L-1T-54O|50929.54|T       |A|19:43:53.575
000718|1|I3C-H3-K52|58886.84|m       |M|19:43:54.070
000719|1|E7I-RX-AU9|54543.72|m/s^2   |M|19:43:54.565
000720|1|XSU-4D-Y8K|73628.42|m       |A|19:43:55.060
000721|1|5EN-XR-WPR|56600.60|kg      |M|19:43:55.562
000722|1|BXU-2N-ICE|12838.97|m       |A|19:43:56.066
000723|1|DMN-LD-SSK|84654.31|T       |M|19:43:56.560
000724|1|KOK-6H-JZS|72174.47|m       |M|19:43:57.053
000725|1|Q4A-8Y-LPE|95307.72|V       |A|19:43:57.546
000726|1|ZZ6-16-2OI|44287.39|m       |M|19:43:58.049
000727|1|QJ5-0K-8CH|41556.65|T       |A|19:43:58.551
000728|1|4FW-IG-BV8|95680.02|kgf     |A|19:43:59.049
000729|1|G3J-5Z-DBB|87069.19|kg      |A|19:43:59.540
000730|1|D8G-IC-V20|75435.07|Nm      |M|19:44:00.033
000731|1|8YV-9A-47P|11704.00|kg      |A|19:44:00.525
000732|1|8TL-VS-TAQ|64264.25|kg/m^2  |A|19:44:01.019
000733|1|99S-L6-K5T|61189.55|A       |M|19:44:01.522
000734|1|Y6V-WK-DGK|27825.50|T       |M|19:44:02.025
000735|1|MM0-C0-11P|59112.45|T       |M|19:44:02.531
000736|1|1IK-UC-NDL|83274.41|m       |M|19:44:03.022
000737|1|F18-NM-OQH|83607.84|A       |A|19:44:03.514
000738|1|0J6-HM-SCX|67753.45|N       |M|19:44:04.006
000739|1|S6F-DW-FQ1|38855.98|kgf     |M|19:44:04.501
000740|1|9BQ-W8-FN0|90929.42|kgf     |M|19:44:05.009
000741|1|S5S-WJ-TLZ|60023.45|m/s^2   |A|19:44:05.502
000742|1|CHJ-8B-MEG|42910.91|kg/m^2  |M|19:44:06.001
000743|1|6Z7-8J-8S0|25423.12|A       |M|19:44:06.505
